,Content,Location,Username,Retweet-Count,Favorites,Created at
78,"@JayAlver @iowahawkblog FL, HI, AK, VT, SD, NM, ME, WI and parts of CA do not recognize it and have each replaced it with celebrations of Indigenous People's Day (in Hawaii, ""Discoverers' Day"", in South Dakota, ""Native American Day"". That is not a national holiday.",🇺🇸🇺🇸United States 🇺🇸🇺🇸,BeachOso,0,0,2021-06-18 03:18:20
79,"SOUTH DAKOTA!!!
Come on and raise up!!
Take ya shirt off!!!
Twist it round ya head!!
Spin it like a Helicopter 🚁 
#seckondchaynce #seckondchaynce813 #southdakota #souixfalls #show #concert #pullup https://t.co/Tl7vw7GcqS","Tampa,Fl",SeckondChaynce,0,2,2021-06-18 03:17:25
80,@dbremer_pxp Come out to South Dakota! Get you on the Mighty Mo!,,carlson_dr_phil,0,1,2021-06-18 03:15:48
81,@chipfranklin The indigenous community in South Dakota and surrounding areas have every right to consider her an illegal immigrant.,,BrianCr39030099,0,0,2021-06-18 03:15:39
82,@chipfranklin Her pinned tweet states “There's no place in America like South Dakota. We'd love to have you join us. Come grow your company; live your life; achieve your dreams.” Wasn’t qualified for American citizens only.,,HkVoyage,0,0,2021-06-18 03:15:24
83,@BigLoveTX77 South Dakota keeps looking better.,,BornTexan72,0,0,2021-06-18 03:12:11
84,"My fav uncle growing up passed away about 7 months ago and we finally get to celebrate him this weekend. This man use to grow marijuana in edgemont South Dakota, make art, and blast rock music all day. I hope you’re still living your best life up there, I love you❤️ https://t.co/8K6OXyadYi",Nowhere,leahfranzenn,0,9,2021-06-18 03:11:36
85,The Badlands never looked so good - South Dakota (6-11-21) [OC][1080x1920] via https://t.co/HZ7dsrNSQg https://t.co/zbNHLsIQy9,"Dallas, Texas ",Texas_cowboy1,0,0,2021-06-18 03:10:35
86,"So I've been to Minnesota now. Saw a lake. Went back to South Dakota. 9,999 lakes to go. #minnesota https://t.co/P3ZGMu8tTa https://t.co/JRnIFMsr2z","Portland, OR",bobrew,0,0,2021-06-18 03:07:43
87,@HwzStock @LadeBackk Sometimes you pick up a little case of the clap at a truck stop glory hole in South Dakota. It is what it is.,CO,JackTorr4nce,0,0,2021-06-18 03:06:44
88,The Badlands never looked so good - South Dakota (6-11-21) [OC][1080x1920] via https://t.co/b6lHC8xiLT https://t.co/gksPvEPpyF,"San Antonio, TX",zmk677,0,0,2021-06-18 03:06:43
89,Young buck tearing up the South Dakota league https://t.co/gBpqkRenIO,"Baton Rouge, LA",WhoDatMiyagi,0,7,2021-06-18 03:06:40
90,"The Badlands never looked so good - South Dakota (6-11-21) [OC][1080x1920]

📸: not-too-chad https://t.co/aodsCVPh9z",Earth,KSPNature,0,0,2021-06-18 03:06:17
91,"@TedNguyen @MSF_USA Mexicans were first Ethnic  groups  owned California, Nevada,Colorado,Utah, South and North Dakota, How did white Americans  gained access to most Westerners States when Colonies was established, there were 13,","Georgia, USA",TheDemocrat63,0,0,2021-06-18 03:04:46
92,"States at record daily #COVID_19 deaths:
(none)

Cumulative per capita COVID-19 deaths, with the states that never locked down in green (Arkansas, Iowa, Nebraska, North Dakota, South Dakota, Wyoming): https://t.co/yfcPS3Lbvx",,UnsilencedSci,0,0,2021-06-18 03:04:34
93,North Dakota might suck but we're not as bad as South Dakota https://t.co/Blbtv3AT4g,🏳️‍🌈 ,katieeroseee2,0,4,2021-06-18 03:01:49
94,@SkiersRight @Amy02689202 @pdubdev Nah South Dakota you don't have to wear one and never did!,"South Dakota, USA",JayNew59720081,0,0,2021-06-18 03:01:45
95,I don’t know one person in South Dakota that wants the bucks https://t.co/XSBbg5OHjG,"Sioux Falls, SD ",_CBryant__,0,0,2021-06-18 03:00:57
96,"@Drewlock_SZN California: Lakers 
Hawaii: Hawaii rainbow Warriors (Rip Colt)
Florida: Miami heat
South Carolina: Clemson (I'm sorry)
DC: football team
Missouri: Cardinals
North Dakota: NDSU bison
Illinois: Bears.
Arizona: prob the suns or cardinals
Idaho: Boise St
Kansas: Chiefs
WISC: packers","Charlotte, NC",JamesNCFan1,0,0,2021-06-18 02:59:05
97,The Badlands never looked so good - South Dakota (6-11-21) [OC][1080x1920] via https://t.co/lnMzADXL9F https://t.co/S4gEFbv9cL,"Atlanta, GA",mochuelin,0,0,2021-06-18 02:58:39
98,@chipfranklin Who the F@#k wants to live in South Dakota anyways???,Canada 🇨🇦        The Hammer,leafscup2020,0,1,2021-06-18 02:57:49
99,I miss shows so much! If every band could just please make a random stop on your tour to the Black Hills of South Dakota I would love you forever! Please? It’s pretty here.,South Dakota,AshleyWass4,0,2,2021-06-18 02:56:20
